question_id,source_article,model_name,predicted_label,verification_status,lean4_pass,human_labels,matrix_category,augmented_labels,is_augmented_label,all_models_empty_for_question,empty_model_count_for_question,case_study_bucket
2,"Unfortunately for the doom-mongers , we sceptics have just received some heavy fire-support from a neutral authority .",x-ai/grok-4-fast-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,,False,False,1,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,anthropic/claude-sonnet-4.5,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,deepseek/deepseek-chat-v3.1,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,deepseek/deepseek-r1,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,gemini-flash-non,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,gemini-flash-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,gemini-pro-non,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,gemini-pro-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,moonshotai/kimi-k2-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,openai/gpt-4o-2024-11-20,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,openai/gpt-5,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,openai/gpt-oss-120b,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,qwen_qwen3-235b-a22b-2507,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,x-ai/grok-4-fast-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
5,You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,x-ai_grok-4-fast,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",anthropic/claude-sonnet-4.5,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",deepseek/deepseek-r1,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",gemini-flash-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",gemini-pro-non,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",gemini-pro-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",moonshotai/kimi-k2-thinking,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",openai/gpt-5,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
6,"Sounding more like an Old Testament doomsayer than a president , Obama warned in his Alaska speech that unless carbon fuels are restricted , “ we will condemn our children to a planet beyond their capacity to repair : Submerged countries .",x-ai_grok-4-fast,ad hominem,lean_pass,True,ad hominem,Compilable-Correct,ad hominem | appeal to emotion | false dilemma,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",anthropic/claude-sonnet-4.5,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",deepseek/deepseek-chat-v3.1,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",deepseek/deepseek-r1,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",gemini-flash-non,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",gemini-flash-thinking,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",gemini-pro-non,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",gemini-pro-thinking,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",moonshotai/kimi-k2-thinking,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",openai/gpt-4o-2024-11-20,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",openai/gpt-5,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",openai/gpt-oss-120b,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",qwen/qwen3-235b-a22b-thinking-2507,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",qwen_qwen3-235b-a22b-2507,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",x-ai/grok-4-fast-thinking,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
7,"He now says : “ Anyone who tries to predict more than five to 10 years is a bit of an idiot , because so many things can change unexpectedly. ”",x-ai_grok-4-fast,ad hominem,lean_pass,True,ad hominem | intentional,Compilable-Correct,ad hominem | faulty generalization,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",anthropic/claude-sonnet-4.5,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",anthropic/claude-sonnet-4.5,fallacy of credibility,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,False,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",deepseek/deepseek-chat-v3.1,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",deepseek/deepseek-chat-v3.1,fallacy of credibility,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,False,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",deepseek/deepseek-r1,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",gemini-flash-non,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",gemini-flash-thinking,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",gemini-pro-thinking,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",moonshotai/kimi-k2-thinking,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",openai/gpt-4o-2024-11-20,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",openai/gpt-4o-2024-11-20,fallacy of credibility,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,False,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",openai/gpt-5,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",openai/gpt-oss-120b,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",qwen/qwen3-235b-a22b-thinking-2507,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",qwen_qwen3-235b-a22b-2507,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",qwen_qwen3-235b-a22b-2507,fallacy of credibility,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,False,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",x-ai/grok-4-fast-thinking,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
11,"A defiant generalist in an era of increasingly specialised study , and a mischievous provocateur , Lovelock is regarded by many as a scientific genius .",x-ai_grok-4-fast,ad populum,lean_pass,True,ad populum | fallacy of credibility,Compilable-Correct,ad populum,True,False,0,1_compilable_correct
13,"He says `` contrary to what your political leader , professor , and newspaper tell you , global warming is dominated by natural factors .",deepseek/deepseek-chat-v3.1,ad populum,lean_pass,True,ad populum,Compilable-Correct,,False,False,0,1_compilable_correct
13,"He says `` contrary to what your political leader , professor , and newspaper tell you , global warming is dominated by natural factors .",x-ai_grok-4-fast,ad populum,lean_pass,True,ad populum,Compilable-Correct,,False,False,0,1_compilable_correct
19,"The figure traditionally cited that suggests 97 per cent of climate scientists agree that global warming is man-made was also found to be flawed . A survey which claimed to have questioned 10,257 academics , was found to have winnowed down the sample to just 77 . A poll of 1854 members of the American Meteorological Society found the number who believe climate change to be man-made to be 52 per cent .",x-ai/grok-4-fast-thinking,ad populum,lean_pass,True,ad populum,Compilable-Correct,,False,False,0,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",anthropic/claude-sonnet-4.5,fallacy of credibility,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",gemini-flash-thinking,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",gemini-pro-non,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",gemini-pro-thinking,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",moonshotai/kimi-k2-thinking,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",openai/gpt-4o-2024-11-20,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",openai/gpt-oss-120b,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
21,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",x-ai/grok-4-fast-thinking,appeal to emotion,lean_pass,True,appeal to emotion | fallacy of credibility,Compilable-Correct,,False,False,1,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",anthropic/claude-sonnet-4.5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",deepseek/deepseek-chat-v3.1,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",deepseek/deepseek-r1,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",gemini-flash-non,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",gemini-flash-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",gemini-pro-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",moonshotai/kimi-k2-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",openai/gpt-4o-2024-11-20,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",openai/gpt-5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",openai/gpt-oss-120b,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",qwen/qwen3-235b-a22b-thinking-2507,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",qwen_qwen3-235b-a22b-2507,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",x-ai/grok-4-fast-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
22,"And since the biggest risk to humanity is poverty , if we allow policymakers to have their way , the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren .",x-ai_grok-4-fast,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,anthropic/claude-sonnet-4.5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,deepseek/deepseek-chat-v3.1,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,deepseek/deepseek-r1,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,gemini-flash-non,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,gemini-flash-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,gemini-pro-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,moonshotai/kimi-k2-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,openai/gpt-4o-2024-11-20,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,openai/gpt-5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,openai/gpt-oss-120b,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,qwen/qwen3-235b-a22b-thinking-2507,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,qwen_qwen3-235b-a22b-2507,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,x-ai/grok-4-fast-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
23,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,x-ai_grok-4-fast,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,appeal to emotion | false causality,True,False,0,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,anthropic/claude-sonnet-4.5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,deepseek/deepseek-r1,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,gemini-flash-non,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,gemini-flash-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,gemini-pro-non,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,gemini-pro-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,moonshotai/kimi-k2-thinking,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,openai/gpt-5,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
24,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,openai/gpt-oss-120b,appeal to emotion,lean_pass,True,appeal to emotion,Compilable-Correct,,False,False,3,1_compilable_correct
